entity,ean,description,gtin,width,height,length,net_weight,gross_weight,created_at,updated_at,release_date,price,avg_price,max_price,min_price,gtins[0].gtin,gtins[0].commercial_unit.type_packaging,gtins[0].commercial_unit.quantity_packaging,gtins[0].commercial_unit.ballast,gtins[0].commercial_unit.layer,origin,barcode_image,api_status,thumbnail,brand.name,brand.picture,ncm.code,ncm.description,ncm.full_description,ncm.ex,gtins[1].gtin,gtins[1].commercial_unit.type_packaging,gtins[1].commercial_unit.quantity_packaging,gtins[1].commercial_unit.ballast,gtins[1].commercial_unit.layer,category.id,category.description,category.parent_id,cest.id,cest.code,cest.description,cest.parent_id,gtins[2].gtin,gtins[2].commercial_unit.type_packaging,gtins[2].commercial_unit.quantity_packaging,gtins[2].commercial_unit.ballast,gtins[2].commercial_unit.layer
Air Fryer,7898461976476,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898461976667,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898461976674,"FRITADEIRA AGRATTO SUPREMMA 7,5L VM 127V",7898461976674,,,,,,2025-12-11T20:03:13.000-03:00,2025-12-11T20:03:14.000-03:00,,,,0,0,7898461976674,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A4E22137D0BC449A7DEB901321D2C881.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898461978135,FRITADEIRA AIR FRY 4L 220V SUPREM UN AFSC01L,7898461978135,,,,,,2025-12-11T20:47:29.000-03:00,2025-12-11T20:47:29.000-03:00,,,,0,0,7898461978135,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A4E22137D0BC449A6220BCB0C32EF856.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898530190642,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898565576725,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898578150493,MONDIAL FRITADEIRA MONDIAL AF31 220V,7898578150493,,,,,,2023-03-19T05:38:14.000-03:00,2026-07-05T13:30:41.000-03:00,,,,0,0,7898578150493,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/894472800AFEE08503CBD807AD14FFD8.png,,https://cdn-cosmos.bluesoft.com.br/products/7898578150493,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,17898578150490,Caixa,2,0,0,,,,,,,,,,,,
Air Fryer,7898578150509,"FRITADEIRA ELETRICA SEM OLEO AIR FRYER MONDIAL AF34 3,2L 1270W PRETA 110V",7898578150509,,,,,,2023-03-13T07:11:46.000-03:00,2025-11-09T16:17:34.000-03:00,,,,0,0,7898578150509,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/894472800AFEE085C4019BDD069D6C0C.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898578155115,FRITAD.A.FRYER LAR.DIG.5L PT.2000W 127V AF50DV MONDIAL,7898578155115,,,,,,2025-05-05T00:33:44.000-03:00,2025-05-05T00:33:44.000-03:00,,,,0,0,7898578155115,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/894472800AFEE08526B7734A50133346.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7898589672076,"FRITADEIRA ELETRICA S/OLEO 3,5L BEST 127V",7898589672076,,,,,,2023-05-28T00:52:44.000-03:00,2023-05-28T00:52:45.000-03:00,,,,0,0,7898589672076,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/D49CC74383E372191C0466A7A6F10C22.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898589674179,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898615985576,FRITADEIRA CADENCE FRT525 127V S/ OLEO,7898615985576,,,,,,2019-10-02T17:44:33.000-03:00,2026-08-03T01:58:51.000-03:00,,,,0,0,7898615985576,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/D07F69E83BBBEC82B2B7321BC5B3A79D.png,,https://cdn-cosmos.bluesoft.com.br/products/7898615985576,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,17898615985573,Caixa,2,9,9,,,,,,,,,,,,
Air Fryer,7898645690013,"AIR FRYER NELL TIMER 2,4L PRETO 110V",7898645690013,,,,,,2020-10-14T18:50:31.000-03:00,2026-07-14T09:24:22.000-03:00,,,,0,0,7898645690013,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A472579CCC8D78623A0E36C8491D539C.png,,https://cdn-cosmos.bluesoft.com.br/products/7898645690013,,,85167910,Panelas,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Panelas",,,,,,,,,,,,,,,,,,
Air Fryer,7898648178839,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898649371871,FRITADEIRA AMVOX AIR FRY OVEN 12L PRETO 220V,7898649371871,,,,,,2023-05-07T01:34:35.000-03:00,2025-02-28T08:37:11.000-03:00,,,,0,0,7898649371871,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/766DA997D9EDDEB52B849D96F9891132.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898649372120,AMVOX SKD AIR FRYER ARF 1250 5L 220V,7898649372120,,,,,,2024-05-17T10:55:39.000-03:00,2024-05-17T10:55:41.000-03:00,,,,0,0,7898649372120,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/766DA997D9EDDEB5A31D6FAB1788D901.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898649372472,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898649372670,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898700212112,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898735580262,AIRFRYER 360 DIG+VISOR B LACK+DECKER AFMDV360-B2,7898735580262,,,,,,2024-05-02T11:35:19.000-03:00,2024-05-02T11:35:20.000-03:00,,,,0,0,7898735580262,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/0FBC2E9F82B8493EA509DA7882413151.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7898742840298,VELA ANIV PALHACO JUJUBA JUNCO,7898742840298,,,,,,2025-09-05T04:06:35.000-03:00,2026-01-18T23:39:36.000-03:00,,,,0,0,7898742840298,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/1A691C2462C40DBEF6CB6C8A91AE7453.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7898742841295,FRITAD OVEN 9L CADEN,7898742841295,,,,,,2026-01-09T01:25:43.000-03:00,2026-01-09T01:25:44.000-03:00,,,,0,0,7898742841295,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/1A691C2462C40DBE20E9BBC463348117.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898742841318,FRITADEIRA ELÉTRICA AIR FRYER PAINEL DIGITAL OFRT930 INOX 5 LITROS 1700W 127V OFRT930127 OSTER,7898742841318,,,,,,2025-09-05T03:23:48.000-03:00,2025-09-05T03:23:48.000-03:00,,,,0,0,7898742841318,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/1A691C2462C40DBE89665C45AA16AB22.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898946069099,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898971918379,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898971918386,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898971918461,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898976930147,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898976930154,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899497635269,FRITAD 7L B&D AFRYER AFD7Q PT 220V,7899497635269,,,,,,2023-05-07T05:15:35.000-03:00,2024-10-29T21:02:47.000-03:00,,,,0,0,7899497635269,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A00EE114BB6B8FE5400025FE851B13FA.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7899497699902,AIRFRYER DIGITAL C VISOR BLACK%DECK 220V,7899497699902,,,,,,2026-01-01T03:50:14.000-03:00,2026-01-01T03:50:15.000-03:00,,,,0,0,7899497699902,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A00EE114BB6B8FE5A5360E7922F262B1.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899552102767,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710022227,AIR FRYER 3.5L 1500W PT 127V AF-102 KIAN,7899710022227,0,0,0,1,1,2025-07-14T20:21:00.000-03:00,2026-04-17T18:05:32.000-03:00,,,,0,0,7899710022227,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/2DBBF78F72917F11F549D7CFF30FCA78.png,,https://cdn-cosmos.bluesoft.com.br/products/7899710022227,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7899710022272,"FRITADEIRA AIR FRYER KIAN R24277 4,2L 220V",7899710022272,,,,,,2025-07-22T14:59:21.000-03:00,2025-11-19T20:27:45.000-03:00,,,,0,0,7899710022272,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/2DBBF78F72917F112943B9069A1E8B4C.png,,,,,73211200,A combustíveis líquidos,"Obras de ferro fundido, ferro ou aço - Aquecedores de ambiente (fogões de sala), caldeiras de fornalha, fogões de cozinha (incluindo os que possam ser utilizados acessoriamente no aquecimento central), churrasqueiras (grelhadores), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não elétricos semelhantes, de uso doméstico, e suas partes, de ferro fundido, ferro ou aço. - Aparelhos para cozinhar e aquecedores de pratos: - A combustíveis líquidos",,,,,,,,,,,,,,,,,,
Air Fryer,7899710024245,FRITADEIRA 220V BONIFICAÇÃO,7899710024245,,,,,,2025-12-24T11:50:56.000-03:00,2026-07-10T18:59:24.000-03:00,,,,0,0,7899710024245,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/2DBBF78F72917F1121BF85C5F5087D6A.png,,,,,73211200,A combustíveis líquidos,"Obras de ferro fundido, ferro ou aço - Aquecedores de ambiente (fogões de sala), caldeiras de fornalha, fogões de cozinha (incluindo os que possam ser utilizados acessoriamente no aquecimento central), churrasqueiras (grelhadores), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não elétricos semelhantes, de uso doméstico, e suas partes, de ferro fundido, ferro ou aço. - Aparelhos para cozinhar e aquecedores de pratos: - A combustíveis líquidos",,,,,,,,,,,,,,,,,,
Air Fryer,7899710024733,"FRITADEIRA ELÉTRICA AIR FRYER AF103S PRETA 4,2 LITROS 1650W 127V 24274 KIAN",7899710024733,,,,,,2025-12-01T01:53:24.000-03:00,2025-12-01T01:53:25.000-03:00,,,,0,0,7899710024733,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/2DBBF78F72917F11F263273D9F5838E2.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710024740,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710026409,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710026416,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710026423,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710028205,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899710028212,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831312740,FRITADEIRA ELET,7899831312740,,,,,,2023-12-12T00:18:25.000-03:00,2026-09-04T15:09:29.000-03:00,,,,0,0,7899831312740,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/37567BDB0B740A5885B14157CDFA6EB5.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831312771,"FRITADEIRA ELETRICA WAP AIRFRY MEGA FAMILY 7,1L 1700W 220V",7899831312771,,,,,,2025-09-07T06:53:47.000-03:00,2025-09-07T06:53:48.000-03:00,,,,0,0,7899831312771,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/37567BDB0B740A5838A0B79CDEB4F148.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831312788,WAP FRITADEIRA ELETRICA AIR FRYER OVEN DIGITAL 12 LITROS SEM OLEO 10 FUNCOES TIMER DE 24H AVISO SONORO 1800W ANTIADERENT,7899831312788,,,,,,2024-01-22T22:34:27.000-03:00,2024-01-22T22:34:28.000-03:00,,,,0,0,7899831312788,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/37567BDB0B740A581BA9313E580120E3.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831331802,WAP AIRFRY FAMILY 4L PRETA WAFF2 P 220V,7899831331802,,,,,,2025-09-07T06:53:40.000-03:00,2025-09-07T06:53:41.000-03:00,,,,0,0,7899831331802,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/37567BDB0B740A58637948939595F427.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831336838,FRITADEIRA ELETRICA AIR FRYER WAP WAFM9 9L,7899831336838,,,,,,2025-10-26T09:40:29.000-03:00,2025-10-26T09:40:30.000-03:00,,,,0,0,7899831336838,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/37567BDB0B740A58123EC41E283E9BF2.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831345427,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899831345779,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899838858852,AIR FRYER 4L CE083 MULTILASER,7899838858852,,,,,,2020-11-20T06:07:46.000-03:00,2024-10-26T04:19:52.000-03:00,,,,0,0,7899838858852,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AAABA98245CACA9697.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7899838858869,FRITADEIRA MULTILASER AIR FR.SEM OLEO CE084,7899838858869,,,,,,2020-08-08T20:14:43.000-03:00,2023-03-16T00:12:18.000-03:00,,,,0,0,7899838858869,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AAF1D5A748C8BBCE7F.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7899882308853,FRITAD.ELET.3.5L AIR FRY AF31 M220 MONDIAL,7899882308853,,,,,,2020-11-20T08:33:50.000-03:00,2024-05-24T14:08:08.000-03:00,,,,0,0,7899882308853,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/CB4AAE86613B037916DAE72FC34E11AB.png,,https://cdn-cosmos.bluesoft.com.br/products/7899882308853,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,17899882308850,Caixa,2,30,5,,,,,,,,,,,,
